1786
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
18 FSFF SSSC CFCF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF RRRR
19 FCCR CFFF FFFF FFFF FFFF FFFF      FFFF FFCC FCFF FFFF RSCF
20 CCCC FFCC CFFF CFFF FFFR FFFF CFFC FFFF FFFF FRRF SRRR FFFF
21 CFFF FFFF FFFF CRRR RRRR FFFF FFFF FFRF FFFF FFFF RCRR FFCS
22 FFCF CSSC FCCC CFFF RRCR FFFF FFFF CFRR FFCR CCRR CFFF FFFF
23 FFFF CFFF RCCC CCFF CFFF FFFC RRFF CRRR CFFF RRFF FFFF FCCR
24 FFFF CCCF CCCR CFFF FFFF RCCC FFFF RCFF FFFF CCCR CFFF SSSS
25 FFFF CFFR CFFF FFFF FFFC CCCC FFCR FFFF RRRR SSSC FFFF SCCF
26 FFFF CCCR FFFF FFFF RFFR CCCC FFFF FFFF FFFF CFCC FFFF FFFF
27 FCCF RRCC FFFF CCCR RFFF CRRF FFFF FFFF FFFF FFFF CFRR FFFF
28 FCFF FFCF FFFF RRCC FFFC CRCC FFFF FFFF FFFF FFFF CFCC CSCC
29 FFFF **** CFCF CCFF RCFF FFFF RRCR CFFF CRCR FFFF RRRR CFFC
30 FFCS **** RRRR FRFF CCFF CFCF FFFF FFFF FFFF FCCF CCRF FFFF
31 RSCC **** RRRR **** FFFF **** FFFC RRRR **** CRRR **** FFFF
1812
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 RRCC FFFF SFFF FFFF FFFF CFFF FFFF CCRR FFFF FFFF FFFF SFCC
 2 RSSS FFFC FFFF FFFF FFFC CFRF CRCC FFCF CFCC FFFF FFFF CFCC
 3 SSSC CFRC FFFF FFFF CRRR CRRR FFFF FFFF CFFF CCRC FCFF SSSS
 4 CCCC RFFF FFCC FFFF SSSS RCCF FFFF FFFF CCCC RRFF FFFF RRRR
 5 FFFF FCCS FFFF CCCC SCCC FCCC FFFF FFFF CRRR FFFF CFCC CCRR
 6 CCCC FFFF FFFF CFFF CCCF FFFF FFFF CCRC RCFF RFFF FFFF FFFF
 7 FFFF FFCC FFFF FFCC FCCF FFFF FFCC CRFF FFFC FFCF CCCF FFFC
 8 CFFF RRCC CCSS SSCC FFFF CFFC RCRR FFFF CFFF FFFF FFFF CCCC
 9 FFFF RFFF FFFF FFFF FFFF FFFC RRCR FFFF FFFF FFFF FFFC CRCS
10 FFFC FFFC FFFF RRCC FFFF RRRR RCCC FFCR FFFF FFFF RRCR SCCC
11 FFFF SSCS CFFF CFFF FFCC RCCC CRRC RRRR FFFF CRCF FFFF FFFF
12 CSSS FFFF FFFF FFFF RRRC RRRR RCFF RRRR FFFF CCCC FFCC FFFF
13 CFFF FFFF FFFF CSSS FFFF CCCR FFFF RRRC FFFF FFFF FFCC FFFF
14 CFCC FCRR CCCC FFFF FFCC CRCC FFFF CRRC RCCR FFFF SSSR FFFF
15 FFCC FFFF CCCC CFCC FFCR FFFF CRRC CFFF FFFF FFFF FFFF FFFC
16 CCFF CCCS RCCC CCCC RRRR CFCR FFFF FFFF FFFF CCCC FFFF CFFF
17 FSSF SSSS RCCC RCCC CCCF RFFF FFFF RRCC FFFC FFCC FFFF FFFF
18 FFFF CCCC FFFF FFCR RRRR CRFF FFRR FFFF RRCF FCCC RCRC FFFC
19 SSSS FFFF FFFF CFCR CCCC RFFF CRFF RRCC FFFC FFFF FFCC CCCF
20 SSSC FFFF FFFC FCCF CCCC RRRR FFCC CCCC FRCF FFFF FFFF FFFF
21 FFFF FFFC CCCC FFFF RRRR FFFF FFFF RRRR FFFF CCFF FFFF FFFC
22 FFFF FFFF FFFC FFFF RFCF RFFF CFCC RRRC FRCF FFFF FFFF SSCC
23 CFCF CSSS FFFF RFFF FFCC FFFF RFFF CFFF FCFF CRRR FFFC FCCF
24 SSSC SFFF FFFF FFCC CCFF FFFC CFRF CCFF FFCC FFFC RRFF CFFF
25 CFFC CFCC FFFF FFCF FFFF RRRR CFRF FFFF CRCC FFCF FFFF FFFF
26 CFCC SFFF CRCF FFFF FFFF FFCC FRRF FFFF FFFF RRRR FFCC FFFF
27 CFCF FFFS FFFF FFCC FFCC RCCR FFFF CCCF FCFF FFFC RCCF FFFF
28 CFCC SCCC CCRR FFFF CRRR RCRF CRCF FFFF FFFF CRRR FFFF FFCC
29 FCCS SSSS RRRS FFFF FFFF FFFF CCRR FFFF FFFF FFFF RRCF FFCC
30 CRRC **** SSCC RCCF FFFF RFFC RRRR FFFC RRRR FFFF FFFC CFFC
31 CFFF **** FFFF **** CFFR **** CCFF CFFF **** CFCR **** CCSS
1813
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 CCCC CCCF RRCC FFFF CCRR FFFF FFFF FFFF FFFF CCCC FFFC CCCF
 2 CCCC FFFF SFFF CCCF FFFF FFFF FFCC FFFF CFFC CCRR FFFF CFFS
 3 CFCS FFCS FSSS CCFF FFFF FFFF RFFF FFFF FCCF RRRR CCCF FFFF
 4 FFFF CSSS CFFF FFFC FFFC FFFF FFFC FFFF FFFF FFFF CCRR FFFF
 5 FFFF CCCF SSCF CRCC CCCC FFFF FFFF FFFF FFFF FFRF FFFF FFFF
 6 FFFC CFFC FFFF CCCC CCCC FFFF FFRF FFFF FFFF FFFF FFFF CCCC
 7 FFCC CCCR FFCC FFFF RRRR CCRR FFFF FFRF FFFF CCCC FFFF RFFF
 8 SFFF FFFC CSSF FFFF RRRR FFFF RFRF CFFF FFFF RRRC FFFF FCRR
 9 FCSS CCCC FFFF FFFC CCCF FFFF FFRF FFRC CCRR FFFF FFFF SRCF
10 FFFF SFFF FFCC RFFF CFFF FCCF FFFF RFFF CFFF CRRR FFFF FFFC
11 FFFF FCCF CCCR FFFF FFRC CFCR FFFF FFRC FCCF FCCF RRRR CFFF
12 FFFF CFSR SSSC FFFF FCCF FFFF FFRR FFFF FFFF FFFF CCFF FFFF
13 FFCF CFFF FFCF CRRR FFCC CRRR FFFF FFFF FFFF FFFF CRRR FFFF
14 FFCC FFFF CCSF RRRF RRCC CFFF FFFF FFFF FFFF FFFF CCCS FFFF
15 SSSC FFFF CFFF CCFF FFFC CFCC CRRC FFFF FFFF FFFC SSSS FFFF
16 FFFF FFFF CSSC FFFC FFFC RRRR RFRF CFFF FFFF RRFF CSCF FFFC
17 CFFC FCCC CRRR FFFF FCRF RRFF FFFC RRCF CFRF CRRF FFFC RCCC
18 FFFF FFFF CRCR FFFF FFRC FFFF CFFC FFFF RCCR FFFF SRRR RFFF
19 CCCR FFFF FFFF FFFF CFFF CFCC RRRR FFFF FFFF FRRC RRFF FFFF
20 SFFF CCCF FCCC CRCC FFFC CRRR CRCF FFFF FFFF FFFF FFFF CFCC
21 FFFC CCCC FFFF CCCR FFFF CCRC FFCC FFFF FFFF FFFF FFFF FFFF
22 FFFC SSSC CCCF FFFF FFFF CCFF CCCF FFFC FFFF FFFF FFCC FFCF
23 FFFF FFFF FFFC FFCR CCCF CCRC CCCC FFFF FFFR CCRC FFFF FFCF
24 SSRC FFFF FFFF RRRC FFRC FFFF RCCC CFFF CCCC CCCC CCRR SCFF
25 CCCR FFFF FFFF CCCF CFCC FFFF FFFF FFFF CFFF RRRC CCRR FFFF
26 SSCC FFFF FFFF CCCF FFFC FFCF FCCC FFFF FFFF CCFC FFFF FFFF
27 FFFF FFFC FFFC CCFF RRRR FFCC CCCC FFFF CFFC CRRR FFFF FFCC
28 FFCS SRCF RRRR CFFF RRRR FFRC CCCR CFFF CCCC CCFF CCCC CCRR
29 CFFF **** FFFF FFFF CCCF FFCC RCFF CFCC RRRR FFFC CCFF SSSS
30 FFFF **** FFFF CRCR FFFF RFFF FFRR RRCC RRRC FFFF FFFF FFFF
31 FCCS **** FFCC **** CFCR **** FFFF FRFF **** FFFF **** FFFF
1814
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 FFFC CSSR SCCC CCCF RFFF FFRC CFFC FFCR FFFF CFFF FFFF RRRR
 2 CFFC CCFF FFFC FFFF FFFF CFCF CFFF RRRC FFFF FFFF FFFF CFFF
 3 FFFF CCFF FFFC FFFF FCRR CFCR FCRC CFFC FFFF FFRF CSRF FFFF
 4 FFCC FFFF FFFF CCCC CCCR CFCF CFFF CFRC FFFC FFFF CFCC SRCF
 5 SFFF FFFF FFFF RRCC CCCC RFCC FFFF CFFF CFFF FFCC CFCC FFFF
 6 FFFC SSCF FFFC FFFF CFFC FCFC CFFF FFFF FFFC RFFF CCCC CFFF
 7 FFFF FFFC FFFF FFCR RCRR CFFF FFFC RCCC RFFF FFCF RCRC FFFF
 8 FFFF FFFF CCCF FFFC CCFF FFFF FFFF RRRR FFFC FFFF FFFF FFFF
 9 FFFC FCSS FCCR FCCC FFFF FFFF FFFF CFFC FFFF FFFF FFFF FFFF
10 FFFF SRRR CCCS CFRC FFFF FFFF FFFC FFFF FFFF FFFF FFCC FFFC
11 FFFF CCCS SFFS FCRR RRRR CFFF RRCC FFFF FFFF FFFF FFCC SCCF
12 SCCC CFFF FFCF FFFC CFFC FFFF FFFF FFFF CCRC FFFF FFFF FFFF
13 FFFF CCFF FFFF CFFF CRRR FFFF FFFF FFFF CRRR FFFF FCCC FFFF
14 FFFF CSSS FFCC CFFF RRRC RRRC FFFF FFFF RRRC FFFF RRCR FFFC
15 FFCC CFCF CRRR RRRR RRCR CFFF FFFF RRCC CFCC FFCR FFFF FFFF
16 CSSS FFFF FFFF CCFF RRRR CFFC FFFF RFFF RRRR RCFF FCCC SRRF
17 CCCC RRCC FFFC FFFR CCCC CFCR FFRC FFFF RFCC FFFF RRCC FFFF
18 CCCC FFFF FFFF FFCC FFRF RFFF CFFF FFFF FFFF FFFC FFFC CCCC
19 SCCF FFFF FFFF CCFR FFFF CCFF FFFF FFFF FFFF RCFF RRRR SSSS
20 FFFF CRCC FCSF FFCC CCCC FFFF FFFF FFFR FFFF CRFF SCCC FFFC
21 FFFF FFFF FFCS RCCF CCCC FFFF CFCC FFFF CCCC CFCR FFFF FFFF
22 FFFF FCCF SCCC FFFF FFFF FFFF CFFF FFFF RCRR FFFF FFCR FFFC
23 CCCC FFFC FFFF FFFF FFFF RCCF FFFF FFFF RCFF CCCF FFFC FFFC
24 SRRR RRRC CFFF FFFF FFFF FFFF FFFF FRFR FFFC FFFF FFFF CFFF
25 CCFF FFFF FFFF CCFF FFFF CCCF FRFF FRFF CCFF FFFF FFFF FFFF
26 CFCC FFFF FFCC FFFC FFFF FRFF FFFF FFFF FFFF FFFF FFFF CFCF
27 FFFF FFCS FFFF FFFF FFRR FRCR FFCC FFCR FFFF FFFF CSSS CFFC
28 FFFC FFFF FFFF FFFF CCFF CRCF RFRC RRRR CFCF RRRC FFFF CCCC
29 CCFF **** FFFF FFFF FCFF FFCR RRFF CFFF CCFF CFFF FFFC FFFC
30 CFSF **** FFFF CRRF CCCR FFCC FFFF FFFF FFFF CFFF SRRR CFCC
31 FFFF **** FCCR **** RCCC **** FFFF FFFF **** FFFF **** FFFF
1815
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 FFFF FFFF FFFF FFFF FFFF RCCF FFFF FFHF FFFF FFFF CFFF FFFF
 2 FFFC SFFF FFFF SSSS FFCC FCRR FFFF FFCC FFCF CCFF FFFC FFFF
 3 CCRR CCCF FFFC FFFF RCCF RRRF FRRC FFFC RFCF FFFF CCCR FFFF
 4 FFFF CCCS FFCF CFCF CCCR FFFF FFFF FFCC FFFF FFFF RCRC RFFC
 5 SCCC CCCC CCCC CCCC FFFF FFCC FFFF RFFC RRRR FFFC CCFC FFFF
 6 CCCC SSSF FFFF CCCF FFFC RFCF FFFF FFFF RRCC RCFF CCCC FFFR
 7 FFFF CFFF FCCC FFCC RCCR RRRR FFFC FFFF FFFF RFCR RFFF CRRR
 8 CFCC FFFF FFFF RRCR CRRF FFCF CRRC FFFF FFFF RRRR FFFF FFFF
 9 FFFF CFFF FFFF FFFF FFRF FFFF CFFF FFFF FFFF FFFF CCCC FFFF
10 FFFC FFFF FFFC FFFR FFFF FFFF FFFF CFFF FFFF FFCR RFFF FFFF
11 RRRC FFCC RFFF CFFF FFCR FFFF FFFF RRRR FFRC FFFF CFFF FFFF
12 FFFF CFFC RFFC FFFF FFCR FFFF CFFF CCCR RCFR FFFF FFFF CCCC
13 FCCC SFFF SSRC FFFC FFFF FFCC FFFF RCCC RFCF FFFF FFFF FFFF
14 SSFF FFFF CCCC CFCF FFFF FFFF FFFF CRFF CFRF FFFC FFFF FFFF
15 FFFC FFFF RFFF FFFC FFFF FFFF RRCR FFFF FFFF RCFF FFFF CCCC
16 CCCC CFFF FFFF FFFF FFFF FFFF RRRF CRRR RCFF FFFC CRRR CRRR
17 CCCS CFFS FSSS FFFF RRRR FFFF CFFF CCCC FFRR FFFC CRRR CRCF
18 SCCC SSSS FFFF FFFF FFFF FFFF FFFF CCRR RFFF CCCC FFFC FFFF
19 CSSC FFFF FSSF CRRR RRRR CRCF FFFF CCRC FFFF FFFF RRRC FFFF
20 FFFF FFFC SFFF CFFF CCFF FFFF FFFF FFRC FFFF FFFF FFFF FFCF
21 FFFF CCCC FFFF FFFF FFFF FFCC FFFF CCRC CCFF CCFF RFFF FFFF
22 CCCS RCCF FFCS CRRR FFFF CFFC RCCC CCCC RRCR RFFF CCCC FFCF
23 SCSC FFFF CRCC RRRR FFFF FFFF FFRC CCCC RRFF FFFF FFFF FFFC
24 FFFF CCSS CRCC FFFF FCFF FFFF CFFF CFRC FFCF RFFF FFFC RFFF
25 CFFF CSRR FFFF FFFF FFCF FFFF FFRC RCRC FFFF FFFF CFFF FFFF
26 FFFF FFFF FFFF FFFF FFFF CCCC RRCC CFFC FFFF FFCC FFFF FFFF
27 FCFC FFCC RRCF FFFF FFCF CFFF CFFF FFFF FCCC FFFF FFCF FFFF
28 FFFF FFCF FCFF FCCR CFCF FFFF FFFC FFCC FFFC FFFF CCRR FFFF
29 FSFF **** CSSC CRRS FCFF FFFF CFFF CCCC FFFF FFFC CRRC FFFF
30 FFFF **** RRRC CFCC      FFFF FFFF FFCC FFFF CCCF RCCF SSSS 
31 FFFF **** RRCS **** FFCC **** CFFF CCCF **** FFFF **** SSCF
1816
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 FFFF RRCC FFFF CCCR FFFF FFFF FFFF CFRF FFFF FFFF FFFF FFFF
 2 FCCF FFFF CCCR CCFF FFFF FFFF FFFF FFFF CFCC FFFF FFCC CCCC
 3 FFFF FFFF CCCC FFFF FFFF FFFF FFFC FFFF FFFF FFFF RFFF FFFC
 4 FFCC CCCC SRRR FFFF FFFF FFRR FFFF CRRC CCCF FFFF RCCC FFFF
 5 CCSS FFFF FFFC FFCR CFFF FFRF FFFC RCCC FFFF FFFF CCRR FFCF
 6 SSSC FFFC CCCF CCCC CFFF RCRC RFFC CFFF FCCF FFFC RRFF FFFF
 7 CCFF CSFF FFCS FFFF CFCR FFFF FFFF CFFF FFFF CFFF CRCR FFFF
 8 FFFF FFFF CFFF FFFF CFFF FFFF FFFF FFFC FFCC FFFC RRCC CFFF
 9 FFFF FFFC FFFF FFCC FFFC FFFF FFFF CRRC FCCC FFCR CRCF CCSS
10 FFFF FFFF FFFF FFFF FFFF FFFF FFFF CFRC CCFF CCRC CCFF CCCC
11 FCSS FFFC FFFF FFFC FCRR FFFF CFFF FFFF FFCC CFCC CCFF SCRR
12 SSSF RCCF SSCF SRCC RRFF RFFF FFFF CFFF CCCC CFFF CFFF RCCF
13 FFFF FFFF FFFF CFFC RFFF FFCC FFCC FFFC RRRC FFFF FFFF FFFF
14 CCCC FFFF RCFF FCCF RRRR FCCR FFCC FFFF RRRC RRRR FFFF FFFF
15 CCCF FFFF FFFF FFCC FFFC CFCC FFFF CFCF RRCC CCCC RRCF FFFC
16 CCCR FFFF FFFC FFFF FFFC FFFC RFFF CFFF CCCC CCCC FFFF FFFF
17 RRRF FSSR CFFF FFFF FFFF RCRR RFFF FFFF FFFF RRRR FFFF CFFC
18 FFFF RRRR FFFF FFCC FFFF RRCC FFFF FFRC FFFF CFFF CFFC CFFC
19 FFFF RRCF SSSS FRCF FFFC FFFR FFFF FFCR FFCR FFFF FFFF FFFF
20 FFFF FFFF SCCC FFFC CFRC FFFF FFCR CRFF RRFF FFCC FFFC FFFF
21 FFFF CCCS FFFF FFFC RFFC FFFF FFFF FFFF FFFF RCRR RCFF FFFF
22 FFFF FFFF FFFF CRCR CFRR FFFF FFCF FFFF FFFF RRRC FFFF FFFF
23 FFFC FFFC FFFF CFFF RRRC FFFF CFCC CRRF FFCC FFFC CCCC FFFF
24 CCCC FFCC FFFF CFFF FFFF FFFF FFFF CFFF RFCC FFFF FCRR FFFC
25 FFFF RCCC FFFF FFFF CCRR RRRC RFFF FFCC CFCC FFCC SFCC CRRF
26 FFFC FFFF SCFF FFFF RRRR FFFC FFFF RCCC FFFF RRRC FCCC FFFR
27 CCCC FFCC FFFC FFFF RRRR RRCR CFCF CFFF FFFF FFFF RCFF RFFF
28 FFCS FFFF CFFF FFFF FFFF RFFF RRRR RCCF FFFF FFFF FFFF FFFF
29 FFCS CCCC FFFF FFFF FFFF CFFF CFFF FFFF FFFF FFFF FCCR CFFC
30 FFFF **** FFFC FFFF FFFF FFFF FFFF FFFF FFFF FFFC RFFF FFFF
31 FFCF **** SCRR **** FFFF **** CFCC RCFF **** RRCF **** FFFF
1817
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 FFFF FFCC CCSC FFFF FFFF FFFF FCRF CCCC CCCF FFFF RRRR FFFF
 2 FFFC CFCC FFFF FFFC FFFF FFCF FFFF FFFF FFFF FFCC RRRR CCRR
 3 FFFR CFCS FFFF CFFF FFFF FCFC FFFF FFCR FFFF CFFF CCCC CSFF
 4 RRCR FFFF FFFC FFFF FFCC CRRR FFFF CFFF FFFF FFFF CCCF FFFF
 5 FFFF FFFF FFFF CCCC CFFF RFFF FFRF FFFF FFCC FFFC FFFF FFFC
 6 FFCC SFFF FFCR FFCR CFFF FFFF FFCC FFFF CCFC RFFC FCCR FFFF
 7 FFFC FFFF FCFF RRCR FFFF FFRC RFFF FFFC FFFF RCRF FFCC CFFF
 8 SSCC CFFC FFFC RFFF CCRR FFFF RCCC RRCC FFCC FFFF FFFF FFFF
 9 FFFF SSSC SFFF CCRF CFFF FCRR FFFF RRRC CFCF FCRF CCFF CFFF
10 RCCF CFFF CCRR FFFF CFFC RFRC FFFF CFFF FFFF FFFF CCCF CRRR
11 SFFF FFFF CSCF FFFF CFRC RFFF CFCR FCCR FFCC FFFF CCCC SSSS
12 FFFF SSCF FFFF FFFC CFFF FFFF CCRF RRRR FCRR FFRF CCCC SRRR
13 FFFF SFFC FFCC RFFF FFFF FFCF CRCC FFFF CFFF FFFF FFFF CCCC
14 SFFF FFFF CCCC FFFF FFFC FRRR FFFF FFCC FCCC CCFF FFFF CRRC
15 FFFC FFFC FFFF FFCC FFFF RRRF FFFF RCRC CCCC FFFC CRRC RRRC
16 SSSS FFFF FFFF RFCC FFFF FFFF FFFF FFFF RRRC FFFC FFFF FFFC
17 CCCR FSSS FFFF CFCF FCCR FFFF FFFF FFCC FFFF FFCC CRRR CSCC
18 CCRC CSSS RRRC FFFF CCRC FFFC FFFF FFFF RFFF FFFF RRRR FFSC
19 FFFF CFCF FFFF FFFF CFFF CRCC FFCC FFCC FFFF FFFF FFFF CFFF
20 FFFC FFFF FFCC FFFF FFFF FCCR FFRF RRRR FFCC FFFF FFCC FFFC
21 CCFF CRCR FFCC FFFF FFFF FRRC FFFF CCFF FCFF FFFF FFFF SFSC
22 FFFF FFFF FFCF FFFF FFFF RFCC CRCF FFFF FFCR FFFF SCCC FFFF
23 FFCC FFFC FFCF FFFF FFFC RRFF FFFF FFFC CFFF FFFF FFCF FFFF
24 SSSC SSSS RCCC CRRR FFFF FFFF FFFC CRRR RFFF CCCC FFFF FCCR
25 FFFF FFFF CCCC CCFF FFFC FFFF FFFF FFFF FFFF RCCR FFFF RRFF
26 CFCF FFFF RRRS CRCC RFFF FCRR FFFF FFFF FFFF RCCR FFFF CFFC
27 FFFF SSSC FFFF FFFF CRRC RCFF FFFF FFFF FFFF RCCC FFFF CCCC
28 FFFF CCCS FFCC FFCF FFFF FFFF FFFF FFFF RFFF FFFF CCCF CCCC
29 FFFS **** FFCF FFFF CCCC CCCC FFFF FFCF FFFF FFFF FFFF CCCC 
30 FFFF **** FFFF FFFF RFFF RRCF CCRF FFCR FFFF FFFF RCFF CCCR
31 CFFF **** CCCF **** FFRF **** FFFF RRRR **** CFCC **** RFFF
1818
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 FFFF CFFF FFFF FFFF FFRC RRRR FFFF FFFF CFFF FFFF CCFF FFCC
 2 FFFF CFFF CCRC CSSS CFCC RCFC FFFC FFFF FCCF FFFF FFFF CCFF
 3 CCRR FFCR FFCF RRCR RCCR FCFF CRRR CFRF FFFF RRRR FFFC FFFF
 4 FFRF RFFF CCCR RRRR RRRC FFFF CRCC FFFF FFFF FFCF FFCR FFFF
 5 FFFC CFFF FFFF RRRR FCCF FFFF CCCC FFFF FFCF FFCF CCCR FFCC
 6 RFFF FFFF FFFF SRCR FCRR FFFF CFFF CCFF FFFF CCCF RRRC RRFF
 7 FFFF FSFF FFFF CCRR FRCF FFFC CCCC FFFF CCCR FFFF RRRR FFFF
 8 FFFF CCSF FFFF RRSS FFCF RRRR FFFF FFCC RRRR FFFF CCFF FFFC
 9 FFFC SFFF FFFF RSRR FFFF RCFF FFRF FFFF RRRR FFFF FFFC CCCF
10 CCCR FFFF FFFF SSCC FFFF FFFF FFCF FFFF CFCF CCFF FFCC FCCS
11 RFFF FFFF FFFF FFFF RFFF CFFF FFFF FFFF FFFF FCCF RRCC RRCC
12 FFFF FFFF FFFF FFFC RRRR CFCF FFFF FFFF CCCF CCFF CFFF CFFF
13 CFFF FFFC FFFF FFFF RRRR FFCC FCFF CFFF CCCC CCFF FFCC FFCC
14 FFFF RRRR FFFC CSCC CCCC RRCC FFFF FFFF RCCF RRRC FFFF SCFF
15 FFFF SFFF CFFF FFFF FFFF CCCR FFFF FFCF RCCR FFCF CCCR FFFF
16 FRCF FFFF FFFF RRCR FFCC FFCC FFFF FFFF RRRR FFFF FFFF SFFF
17 FFFF FFFF FFFF FFFC RRRR FCRF FFFF FFFF RCRF RRCF FFFF FFFF
18 FFFF FFCC FFFF RCCC CFFF FFFF FFFF FFFF FFCF FFFF FCSS FFFF
19 FCCC CFFF FFFF CCFF RRRR FFFF RRRR FFFC RRRR FFFF RRCC FFFF
20 FFFF CCFF FFFF FFCF CRRR FFFF RCCC CFCC CCFF FFFF FFFF FFFF
21 SCCC FFFF CFFF FFCC FFCR FFFF RCFF CFFF CCCF CFCF FFFF FFFF
22 CCCF SSSS CFCR FFCF CCCC FFFF FFFF FFFF FFFF FFFF CCFC FFCC
23 SFFF FFFF CCRR FFFF FFFF FFFF RFRF FFCC FFFF FSCF CCCC SSCC
24 SSSS SSSS CFFC FFFF FFFF FFFF FFFF FFCC FFFF FFFF FFFF CCCC
25 FFSS FFFF FFFF FFFF FFFF FFFF FRCF CCCC RFFF FFFF FFFC CCCF
26 CCCC FFFF SFFC CFFF FFFF FFCC FFFF CFFF FFFF FFFF RCCC CFFF
27 CFFF FFFF SCSR FFCC FFFF RFFF FFFF CFFF FFFF FFFF RRRR FFFF
28 SRRR FFCC SSSF RCCF FFRF FFFF CFFF CCFF FFFF CCCC RCCC FFCC
29 FFFF **** FFFC RCCR FFFF FFFF FFCF FFFF FFFF FFFF CRCF FFFF
30 FFFF **** CRRC CRFF CFFC FFFF FFCF FFFC FFFF FFFF FFFF CSRR
31 SSSS **** FFFF **** RRCC **** FFFF CFFF **** CCCC **** RRRC
1819
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 FFFF FFFF FFCS FFFF FFFF RRCC RCRF FFRR FFFF CCFF FFFF FFCR
 2 FFFF FFFF FFFF FFFF CCCC CFFF FFFF FFRR FFFF FFRF FCRR FFRC
 3 FFFC FFFF FFFF FFCC RCCF FFFF FFFF FFFF FFFF FFFF CFFF FFFF
 4 FFFF FFFF FFFF RCCR FFFF FFFF FFFF FFFF FFFF FFFF RCCR FFFF
 5 FFCC CCCC FFFC RRFF FFFF FFFF FFFF FFFF FFFF FFFF CFFF FFFF
 6 FFFF FFFF SCSS CCCC FFFF FFFF FFFF FFFF FFFC FFFF FFCR FFFC
 7 FFFF CCCF FFFF FFFF CCCC FFFF FFFF FFFF CCRR FFFF FFFF FFFF
 8 CCCC RRRR SSSS CCCC FFFF FFFR FFFF FFRR FFFF FFFF FFFF FFFF
 9 FFFC FFFF SCFF FFFF CCCR FFFR FFFF RFFF FFFF FFFF RRCC FFCS
10 FFFF RCFF FFFF FFFF RRRR FFFF FFFF FFFF FFFF RCCF FFFF FSFF
11 FFFF FFFF FFCC FFCC RRRC FFCR FFRC FFFC FFFF FFFF FFFF FFFF 
12 FFFF FFFC CSCS RCFF FFFF RRRC FFFF FFFF FFFF FFFF RFFF FFFF
13 FFFF SSSS CCSS FFFF FCRR CFFF FFFF FFFF RFFF FCRF RFFF FFFF
14 SFFF FFFC FFFF FFFF RRRC FFFF FFFF FFFC FFFF FFFF FFFR FSCC
15 FCCS CCCC FFFF FFFF RRRR FFCC FFFF FFFF FFFF FFFF FFFR CFFF
16 FFFF FFFF FFCS FFFF RRRR FFFF RFFF RRRR FFFF FFFF CCCC FFFC
17 FFFF FFCC FFFF CCCR RRFF FFFC FFFF RRRR FFFF FFFF RRRR FFFF
18 FFFR FFFF FFFC RRRR FFCR FFRC FFFF FFFF FFFF FFFF RFFF FFFF
19 CCCC FFFF FFFC RRRR FFFR FFFC FFFF RFFF FFFF FFFF CFFF CCRR
20 CRCR SSCC SFFF CCCC CFFF FFFF FFFF FFFF FFFF FFRR FFFF FFFF
21 CCCC SSCF RFFF CCFF FFFF FFFF FFFF FFFF CCRR FFFF FFFF FFFF
22 CCCC FFFF FFFC FFFF FFFR FFFC FFFF FFRR RFFF CRCC FFCC FFFF
23 FFFF FFFF FFRR FFFF CFFF FFFR RFFR RFFF FFFR FFCR RRCF FFFF
24 FFCC FFFF FFFC FFFF RRCC FFRC FFFF FFFF RCRC RCFF RRCC RRRR
25 FFFF CCCC RRRF FFFC CRRR FFFF RFFF FFFF CCRR RRRR CCFF SFFF
26 FFFF RCCC FFRF FFFF FFFF FFFF RRFC FFFF FFFF FFFF FFCC FFFF
27 FFFF CFFF FFFF RCCC FFFF FFFF RRRC FFFF FFFF FFFF FFFF FFFF
28 FFFF FFFF FFFF CCFF FFFF FFFR RFFF RRRC FFFF FFFF FFFS SFFF
29 FFFF **** CSSS FFFF FFCR FFFR FFFF FFFF RCRC FFRF FFFF FFFF
30 SCFF **** RRRR FFFF CCRC RRRC FFFF FFFF FFFF RRFF FFFF FCSS
31 FFFF **** FFFF **** CCCR **** FFFF FFFF **** FFFF **** SFFS
1820
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFR FFFF FFFF RRRR FFFC
 2 FFFF CCCS FFFF FFFF FFFF FFFF FFFF FFFF FFFF RCCF RCRR FFFF
 3 FFFF SHHC FFFF FFFF FFFF FFFF FFFF FFFF FFFF RRRC FCCF FFFF
